Player Name,Total Shots,Shots on Target
Alexander Schwolow,0,0
Matteo Scozzarella,0,0
Jacopo Segre,4,1
Davie Selke,11,5
Nélson Semedo,11,3
Léo Sena,0,0
Stefano Sensi,8,3
Jaime Seoane,8,3
Luigi Sepe,0,0
Suat Serdar,15,4
Ryan Sessegnon,2,2
Nils Seufert,1,0
Edgar Sevikyan,0,0
Jamie Shackleton,0,0
Xherdan Shaqiri,3,0
Billy Sharp,3,0
Luke Shaw,1,1
Jonjo Shelvey,13,3
Eldor Shomurodov,17,6
Mahame Siby,0,0
Abdoulaye Sidibé,0,0
Djibril Sidibé,1,0
Sidnei,1,0
Kaj Sierhuis,12,3
Gylfi Sigurðsson,14,3
Luca Siligardi,1,1
Luca Siligardi,0,0
Adrien Silva,2,0
André Silva,48,20
Bernardo Silva,9,3
Caio Henrique Oliveira Silva,1,0
David Silva,9,2
Fábio Silva,21,5
Gabriel Silva,0,0
Gastón Silva,0,0
Rui Silva,0,0
Thiago Silva,8,4
Marco Silvestri,0,0
Mohamed Simakan,14,4
Giovanni Simeone,29,8
Moses Simon,23,8
Unai Simón,0,0
Jóan Símun Edmundsson,3,2
Wilfried Singo,4,1
Daley Sinkgraven,4,0
Dimitris Siovas,12,5
Tobias Sippel,0,0
Salvatore Sirigu,0,0
Ibrahima Sissoko,10,1
Moussa Sissoko,1,1
Nelson Sissoko,1,0
Ellyes Skhiri,7,3
Łukasz Skorupski,0,0
Andreas Skov Olsen,7,4
Robert Skov,13,3
Milan Škriniar,4,2
Steven Skrzybski,7,1
Petar Škuletić,4,2
Islam Slimani,1,0
Islam Slimani,0,0
William Smallbone,1,1
Chris Smalling,4,0
Emile Smith-Rowe,3,0
Robert Snodgrass,1,0
Robert Snodgrass,0,0
Cédric Soares,0,0
Rafa Soares,2,0
Rubén Sobrino,0,0
Simon Sohm,2,0
Roberto Soldado,17,3
Carlos Soler,13,5
Yann Sommer,0,0
Son,3,2
Brandon Soppy,3,1
David Soria,0,0
Roberto Soriano,32,10
Alberto Soro,0,0
Borna Sosa,11,3
Florian Sotoca,40,12
Riccardo Sottil,25,9
Tomáš Souček,30,12
Rayan Souici,0,0
Cebio Soukou,5,1
Adama Soumaoro,2,0
Boubakary Soumaré,4,1
Yaya Soumaré,0,0
Arnaud Souquet,4,2
Djibril Sow,3,2
Saidou Sow,0,0
Çağlar Söyüncü,1,0
Leonardo Spinazzola,14,2
Marco Sportiello,0,0
Mattia Sprocati,0,0
Jerry St. Juste,11,1
Benjamin Stambouli,0,0
Niklas Stark,7,3
Renato Steffen,22,9
Zack Steffen,0,0
Pascal Stenzel,2,1
Dale Stephens,4,0
Jack Stephens,2,1
Raheem Sterling,31,14
Enda Stevens,9,2
Lars Stindl,28,11
Kevin Stöger,5,2
John Stones,4,2
Thomas Strakosha,0,0
Tobias Strobl,5,1
Kevin Strootman,0,0
Kevin Strootman,0,0
Pascal Struijk,2,0
Jens Stryger Larsen,6,2
Stefano Sturaro,5,2
Damián Suárez,6,2
Denis Suárez,9,1
Luis Suárez,39,15
Marek Suchý,0,0
Niklas Süle,6,1
Suso,20,6
Bosko Sutalo,0,0
Mattias Svanberg,25,9
Issiaga Sylla,9,1
Eddy Sylvestre,0,0
Ádám Szalai,0,0
Wojciech Szczęsny,0,0
Frederik Sørensen,0,0
Alexander Sørloth,19,5
Tachi,1,0
Jonathan Tah,2,1
Flavien Tait,7,3
Adrien Tameze,12,3
Renato Tapia,8,1
Edmond Tapsoba,9,3
Matt Targett,3,0
James Tarkowski,10,3
Ciprian Tătărușanu,0,0
Percy Tau,0,0
Niklas Tauer,0,0
Heriberto Tavares,1,1
Tomás Tavares,0,0
Charlie Taylor,2,1
Warren Tchimbembé,5,1
Aurélien Tchouaméni,27,5
Álvaro Tejero,2,1
Nathan Tella,2,0
Alex Telles,3,1
Andrés Tello,4,1
Cristian Tello,24,9
Lino Tempelmann,1,0
Hidde ter Avest,0,0
Marc-André ter Stegen,0,0
Martin Terrier,26,6
Claudio Terzi,3,1
Kenny Tete,1,0
Kenny Tete,0,0
Cedric Teuchert,17,8
Florian Thauvin,36,12
Malick Thiaw,5,3
Jan Thielmann,8,3
Sada Thioub,16,2
Luke Thomas,2,1
Romain Thomas,6,4
Adrien Thomasson,24,8
Morten Thorsby,14,4
Marcus Thuram,21,5
Khéphren Thuram-Ulie,4,1
Cheikh Tidiane Sabaly,1,0
Youri Tielemans,22,9
Kieran Tierney,9,2
Steffen Tigges,2,0
Guus Til,0,0
David Timor,9,2
Karl Toko Ekambi,42,17
Corentin Tolisso,10,6
Jeremy Toljan,3,1
Rafael Tolói,13,5
Takehiro Tomiyasu,9,3
James Tomkins,1,0
Fikayo Tomori,0,0
Sandro Tonali,6,2
Lorenzo Tonelli,7,1
Toño,1,0
Ömer Toprak,5,1
Tyron Tormin,1,0
Ernesto Torregrossa,1,1
Lucas Torreira,2,1
Ferrán Torres,17,7
Óliver Torres,5,1
Pau Torres,5,2
Roberto Torres,23,7
Lucas Torró,5,2
Jordan Torunarigha,1,0
Cenk Tosun,0,0
Abdoulaye Touré,14,1
Almamy Touré,8,2
Lucas Tousart,18,3
Andros Townsend,16,6
Conor Townsend,3,2
Mattéo Tramoni,1,0
Adama Traoré,12,4
Amad Traoré,1,0
Amadou Traore,1,0
Bertrand Traoré,19,8
Charles Traore,1,1
Hamari Traoré,11,1
Ibrahima Traoré,0,0
Ismaël Traoré,11,4
Kevin Trapp,0,0
Miguel Trauco,5,1
Trézéguet,22,6
Manu Trigueros,13,4
Christopher Trimmel,5,1
Francisco Trincão,11,3
Alessandro Tripaldelli,0,0
Kieran Trippier,1,1
Leandro Trossard,27,7
Alexis Trouillet,2,0
Adrien Truffert,10,2
Marvin Tshibuabua,1,0
Axel Tuanzebe,0,0
Alessandro Tuia,6,1
Ľubomír Tupta,2,1
Tuta,1,0
Iyenoma Udogie,1,0
Matthieu Udol,3,1
Hwang Ui-jo,35,12
Samuel Umtiti,0,0
Enes Ünal,8,1
Cengiz Ünder,6,2
Dayot Upamecano,8,5
Mark Uth,21,6
Tomáš Vaclík,0,0
Eugeni Valderrama,0,0
Lautaro Valenti,1,0
Borja Valero,4,0
Yan Valery,1,0
Jesús Vallejo,1,0
Manu Vallejo,11,7
Federico Valverde,12,6
Raphaël Varane,9,2
Jamie Vardy,39,15
Ruben Vargas,16,4
Denis Vavro,0,0
Franco Vázquez,1,0
Lucas Vázquez,13,5
Koke Vegas,0,0
Gabriel Veiga,0,0
Miloš Veljković,3,0
Miguel Veloso,4,0
Joël Veltman,1,0
Unai Vencedor Paris,3,1
Lorenzo Venuti,3,0
Daniele Verde,10,3
Simone Verdi,21,7
Gonzalo Verdú,5,3
Jordan Veretout,21,9
Edoardo Vergani,0,0
Marco Verratti,8,4
Valerio Verre,10,6
Mikel Vesga,14,3
Jannik Vestergaard,9,5
Rúben Vezo,3,2
Iñigo Vicente,1,0
Fede Vico,0,0
Aleix Vidal,0,0
Arturo Vidal,19,2
Nacho Vidal,3,1
Ronaldo Vieira,2,0
Luca Vignali,0,0
Emanuel Vignato,14,5
Toni Villa,9,3
Asier Villalibre,13,5
Gonzalo Villar,3,0
Iván Villar,0,0
Rúben Vinagre,0,0
Carlos Vinícius,2,1
Vitinha,2,1
Vitolo,1,0
Dušan Vlahović,41,10
Andreas Voglsammer,1,1
Kevin Vogt,1,0
Mërgim Vojvoda,1,0
Kevin Volland,31,19
Stefan de Vrij,5,3
Giacomo Vrioni,0,0
Šime Vrsaljko,0,0
Nikola Vukčević,2,0
Miloš Vulić,14,4
Matěj Vydra,8,1
Franklin Wadja,1,0
Walace,4,0
Theo Walcott,22,8
Theo Walcott,0,0
Kyle Walker,8,3
Kyle Walker-Peters,8,3
Sebastian Walukiewicz,3,1
Silas Wamangituka,28,9
Aaron Wan-Bissaka,3,2
Joel Ward,1,0
James Ward-Prowse,17,8
Daniel Wass,16,6
Ollie Watkins,43,16
Timothy Weah,10,4
Adam Webster,17,5
Wout Weghorst,42,23
Mitchell Weiser,2,2
Shon Weissman,16,9
Danny Welbeck,14,6
Wendell,1,0
Oscar Wendt,4,1
Timo Werner,41,16
Ashley Westwood,6,3
Ben White,3,0
Georginio Wijnaldum,15,4
William,0,0
Brandon Williams,0,0
Iñaki Williams,28,8
Neco Williams,1,0
Rhys Williams,1,0
Willian,12,2
Joe Willock,4,0
Callum Wilson,24,8
Harry Winks,3,1
Florian Wirtz,18,8
Yoane Wissa,27,10
Axel Witsel,12,2
Hannes Wolf,10,5
Marius Wolf,20,5
Nick Woltemade,5,3
Jeong Woo-yeong,5,2
Chris Wood,29,16
Joscha Wosz,0,0
Xeka,8,3
Granit Xhaka,12,2
Reinhold Yabo,5,1
Jawad El Yamiq,2,0
Rubén Yáñez,0,0
Andriy Yarmolenko,7,2
Yusuf Yazıcı,26,13
DeAndre Yedlin,2,0
Burak Yılmaz,43,19
Okay Yokuşlu,3,0
Maya Yoshida,4,0
Amin Younes,12,6
Ashley Young,10,3
Wilitty Younoussa,0,0
Zaydou Youssouf,9,2
Mattia Zaccagni,18,8
Dan-Axel Zagadou,1,1
Wilfried Zaha,36,12
Miha Zajc,8,3
Denis Zakaria,5,1
Joseba Zaldúa,1,0
Andre-Frank Zambo Anguissa,17,3
Niccolò Zanellato,4,1
Cristián Zapata,2,1
Duván Zapata,38,16
Gabriele Zappa,5,1
Davide Zappacosta,8,3
Oier Zarraga,1,0
Simone Zaza,18,6
Deyovaisio Zeefuik,0,0
Marvin Zeegelaar,6,1
Arber Zeneli,17,8
Robin Zentner,2,0
Andi Zeqiri,5,0
Mehdi Zerkane,7,3
Ron-Robert Zieler,0,0
Piotr Zieliński,29,12
Oleksandr Zinchenko,2,1
Joshua Zirkzee,4,1
Hakim Ziyech,16,5
Jeroen Zoet,0,0
Kévin Zohi,7,5
Kurt Zouma,14,7
Igor Zubeldia,7,2
Steven Zuber,4,2
Martín Zubimendi,2,0
Martin Ødegaard,3,0
Filip Đuričić,25,7
